0 .59
100 .55
200 .55
300 .58
400 .59
500 .56
600 .55
700 .55
800 .55
900 .55
1000 .57
1100 .55
1200 .56
1300 .56
1400 .60
1500 .60
1600 .57
1700 .55
1800 .56
1900 .60
2000 .56
2100 .55
2200 .59
2300 .56
2400 .56
2500 .56
2600 .56
2700 .56
2800 .60
2900 .56
3000 .60
3100 .61
3200 .56
3300 .56
3400 .56
3500 .61
3600 .56
3700 .56
3800 .58
3900 .57
4000 .61
4100 .61
4200 .56
4300 .56
4400 .56
4500 .56
4600 .57
4700 .56
4800 .56
4900 .56
5000 .61
5100 .56
5200 .56
5300 .56
5400 .56
5500 .56
5600 .57
5700 .56
5800 .59
5900 .56
6000 .57
6100 .60
6200 .58
6300 .58
6400 .56
6500 .57
6600 .57
6700 .56
6800 .56
6900 .60
7000 .59
7100 .63
7200 .57
7300 .56
7400 .57
7500 .57
7600 .61
7700 .56
7800 .57
7900 .56
8000 .57
8100 .62
8200 .57
8300 .62
8400 .56
8500 .58
8600 .57
8700 .57
8800 .57
8900 .57
9000 .63
9100 .57
9200 .60
9300 .57
9400 .59
9500 .60
9600 .61
9700 .57
9800 .57
9900 .57
10000 .57
10100 .58
10200 .57
10300 .57
10400 .57
10500 .57
10600 .57
10700 .57
10800 .58
10900 .57
11000 .64
11100 .64
11200 .59
11300 .58
11400 .58
11500 .61
11600 .57
11700 .59
11800 .58
11900 .57
12000 .57
12100 .63
12200 .58
12300 .63
12400 .58
12500 .62
12600 .58
12700 .57
12800 .61
12900 .58
13000 .59
13100 .63
13200 .57
13300 .58
13400 .65
13500 .65
13600 .61
13700 .65
13800 .60
13900 .58
14000 .58
14100 .58
14200 .58
14300 .58
14400 .59
14500 .58
14600 .60
14700 .59
14800 .58
14900 .58
15000 .58
15100 .59
15200 .62
15300 .66
15400 .59
15500 .59
15600 .62
15700 .59
15800 .58
15900 .64
16000 .58
16100 .59
16200 .59
16300 .58
16400 .59
16500 .65
16600 .58
16700 .58
16800 .59
16900 .58
17000 .59
17100 .62
17200 .65
17300 .60
17400 .60
17500 .59
17600 .59
17700 .59
17800 .58
17900 .58
18000 .58
18100 .60
18200 .58
18300 .59
18400 .64
18500 .60
18600 .59
18700 .61
18800 .60
18900 .59
19000 .59
19100 .59
19200 .59
19300 .59
19400 .63
19500 .59
19600 .59
19700 .59
19800 .60
19900 .67
20000 .67
20100 .63
20200 .68
20300 .60
20400 .59
20500 .59
20600 .59
20700 .67
20800 .64
20900 .68
21000 .67
21100 .59
21200 .59
21300 .59
21400 .60
21500 .59
21600 .59
21700 .64
21800 .68
21900 .59
22000 .61
22100 .60
22200 .59
22300 .59
22400 .59
22500 .59
22600 .63
22700 .61
