9 0 .73
9 500 .73
9 1000 .74
9 1500 .73
9 2000 .74
9 2500 .75
9 3000 .75
9 3500 .75
9 4000 .75
9 4500 .76
9 5000 .76
9 5500 .76
9 6000 .77
9 6500 .77
9 7000 .77
9 7500 .77
9 8000 .79
9 8500 .78
9 9000 .68
9 9500 .79
9 10000 .79
9 10500 .79
9 11000 .65
9 11500 .77
9 12000 .81
9 12500 .81
9 13000 .81
9 13500 .82
9 14000 .82
9 14500 .83
9 15000 .83
9 15500 .83
9 16000 .84
9 16500 .84
9 17000 .84
9 17500 .84
9 18000 .85
9 18500 .85
9 19000 .85
9 19500 .86
9 20000 .86
9 20500 .86
9 21000 .67
9 21500 .69
9 22000 .87
9 22500 .88
9 23000 .88
9 23500 .89
9 24000 .89
9 24500 .89
9 25000 .90
9 25500 .90
9 26000 .90
9 26500 .91
9 27000 .91
9 27500 .91
9 28000 .74
9 28500 .92
9 29000 .92
9 29500 .92
9 30000 .93
9 30500 .93
9 31000 .94
9 31500 .94
9 32000 .94
9 32500 .94
9 33000 .95
9 33500 .95
9 34000 .95
9 34500 .96
9 35000 .96
9 35500 .96
9 36000 .97
9 36500 .97
9 37000 .97
9 37500 .72
9 38000 .98
9 38500 .99
9 39000 .99
9 39500 .99
9 40000 1.00
9 40500 1.00
9 41000 1.00
9 41500 1.00
9 42000 1.01
9 42500 1.01
9 43000 1.01
9 43500 1.02
9 44000 1.02
9 44500 1.02
9 45000 1.03
9 45500 1.03
9 46000 1.03
9 46500 1.04
9 47000 1.04
9 47500 1.05
9 48000 1.05
9 48500 1.06
9 49000 1.06
9 49500 1.06
9 50000 1.06
9 50500 1.07
9 51000 1.07
9 51500 1.08
9 52000 1.07
9 52500 1.09
9 53000 1.08
9 53500 1.09
9 54000 1.09
9 54500 .78
9 55000 .78
9 55500 .78
9 56000 .78
9 56500 .78
9 57000 .78
9 57500 .79
9 58000 .79
9 58500 .89
9 59000 1.12
9 59500 1.13
9 60000 1.13
9 60500 1.14
9 61000 1.14
9 61500 1.14
9 62000 1.14
9 62500 1.15
9 63000 1.16
9 63500 1.16
9 64000 1.16
9 64500 1.17
9 65000 1.18
9 65500 1.17
9 66000 1.17
9 66500 1.17
9 67000 1.17
9 67500 1.18
9 68000 1.18
9 68500 1.19
9 69000 1.20
9 69500 .96
9 70000 1.20
9 70500 1.20
9 71000 1.20
9 71500 1.21
9 72000 1.22
9 72500 1.21
9 73000 1.22
9 73500 1.23
9 74000 1.23
9 74500 1.23
9 75000 1.23
9 75500 1.24
9 76000 1.24
9 76500 1.25
9 77000 1.24
9 77500 1.26
9 78000 1.25
9 78500 1.26
9 79000 1.26
9 79500 1.00
9 80000 1.27
9 80500 1.27
9 81000 1.28
9 81500 1.29
9 82000 1.28
9 82500 .88
9 83000 1.29
9 83500 1.29
9 84000 1.30
9 84500 1.30
9 85000 1.30
9 85500 1.31
9 86000 .87
9 86500 .88
9 87000 .88
9 87500 1.30
9 88000 1.33
9 88500 1.32
9 89000 1.33
9 89500 1.34
9 90000 1.33
9 90500 1.34
9 91000 1.34
9 91500 1.34
9 92000 1.35
9 92500 1.35
9 93000 1.36
9 93500 1.36
9 94000 1.36
9 94500 1.36
9 95000 1.37
9 95500 1.38
9 96000 1.37
9 96500 1.38
9 97000 1.37
9 97500 1.39
9 98000 1.40
9 98500 1.40
9 99000 1.39
9 99500 1.40
9 100000 1.40
