7 0 0.68000000
7 500 0.67900000
7 1000 0.68000000
7 1500 0.68900000
7 2000 0.68900000
7 2500 0.69200000
7 3000 0.69100000
7 3500 0.69900000
7 4000 0.69300000
7 4500 0.70400000
7 5000 0.59900000
7 5500 0.63800000
7 6000 0.71400000
7 6500 0.71500000
7 7000 0.71800000
7 7500 0.72300000
7 8000 0.72800000
7 8500 0.72800000
7 9000 0.73500000
7 9500 0.73400000
7 10000 0.73100000
7 10500 0.72500000
7 11000 0.74500000
7 11500 0.61700000
7 12000 0.62100000
7 12500 0.75500000
7 13000 0.75200000
7 13500 0.62400000
7 14000 0.75900000
7 14500 0.75900000
7 15000 0.77300000
7 15500 0.77600000
7 16000 0.77300000
7 16500 0.78100000
7 17000 0.77700000
7 17500 0.75400000
7 18000 0.78800000
7 18500 0.77800000
7 19000 0.79600000
7 19500 0.80300000
7 20000 0.80600000
7 20500 0.78100000
7 21000 0.79400000
7 21500 0.80200000
7 22000 0.80500000
7 22500 0.80200000
7 23000 0.80300000
7 23500 0.82200000
7 24000 0.79700000
7 24500 0.82200000
7 25000 0.81400000
7 25500 0.79100000
7 26000 0.82200000
7 26500 0.81600000
7 27000 0.83000000
7 27500 0.80000000
7 28000 0.83700000
7 28500 0.86000000
7 29000 0.83700000
7 29500 0.80000000
7 30000 0.80500000
7 30500 0.84200000
7 31000 0.80500000
7 31500 0.84500000
7 32000 0.82300000
7 32500 0.81500000
7 33000 0.82100000
7 33500 0.86100000
7 34000 0.88400000
7 34500 0.87500000
7 35000 0.87600000
7 35500 0.83300000
7 36000 0.83800000
7 36500 0.88000000
7 37000 0.85000000
7 37500 0.84100000
7 38000 0.86200000
7 38500 0.86900000
7 39000 0.92800000
7 39500 0.88000000
7 40000 0.90000000
7 40500 0.91200000
7 41000 0.90600000
7 41500 0.70400000
7 42000 0.91100000
7 42500 0.94600000
7 43000 0.92800000
7 43500 0.92600000
7 44000 0.71300000
7 44500 0.86500000
7 45000 0.69600000
7 45500 0.71800000
7 46000 0.93500000
7 46500 0.88600000
7 47000 0.90500000
7 47500 0.94900000
7 48000 0.94000000
7 48500 0.95900000
7 49000 0.95000000
7 49500 0.95100000
7 50000 0.96200000
7 50500 0.96200000
7 51000 0.96700000
7 51500 0.96200000
7 52000 0.97100000
7 52500 0.97100000
7 53000 0.91100000
7 53500 0.94600000
7 54000 0.98200000
7 54500 0.99700000
7 55000 0.97500000
7 55500 0.91900000
7 56000 0.96300000
7 56500 0.99700000
7 57000 0.93100000
7 57500 0.75200000
7 58000 0.73100000
7 58500 0.73400000
7 59000 0.99500000
7 59500 0.99700000
7 60000 1.01200000
7 60500 1.02500000
7 61000 0.96000000
7 61500 0.95500000
7 62000 1.02600000
7 62500 1.02800000
7 63000 0.95700000
7 63500 0.95000000
7 64000 0.97300000
7 64500 1.02400000
7 65000 1.03200000
7 65500 0.98800000
7 66000 1.05500000
7 66500 1.03900000
7 67000 1.04500000
7 67500 0.99200000
7 68000 1.05700000
7 68500 0.96900000
7 69000 1.06000000
7 69500 1.05200000
7 70000 0.98400000
7 70500 1.03600000
7 71000 1.06500000
7 71500 1.08100000
7 72000 1.08300000
7 72500 1.02400000
7 73000 1.08400000
7 73500 1.05200000
7 74000 1.00100000
7 74500 1.09100000
7 75000 0.99700000
7 75500 0.81200000
7 76000 0.74500000
7 76500 0.77000000
7 77000 1.10100000
7 77500 1.10900000
7 78000 1.04900000
7 78500 1.11200000
7 79000 1.10900000
7 79500 1.04400000
7 80000 1.12400000
7 80500 1.11900000
7 81000 1.13800000
7 81500 1.05500000
7 82000 1.12100000
7 82500 1.02900000
7 83000 1.13300000
7 83500 1.03900000
7 84000 1.16200000
7 84500 1.21300000
7 85000 1.15500000
7 85500 1.14600000
7 86000 1.18100000
7 86500 1.15300000
7 87000 1.15300000
7 87500 1.14800000
7 88000 1.14800000
7 88500 0.76000000
7 89000 0.84100000
7 89500 1.17300000
7 90000 1.07300000
7 90500 1.11400000
7 91000 1.10500000
7 91500 1.09600000
7 92000 1.18700000
7 92500 1.20200000
7 93000 1.19300000
7 93500 1.19900000
7 94000 0.82400000
7 94500 1.07800000
7 95000 0.87300000
7 95500 1.20100000
7 96000 1.13800000
7 96500 1.19900000
7 97000 1.13900000
7 97500 1.15000000
7 98000 1.23700000
7 98500 1.12900000
7 99000 1.21300000
7 99500 1.16500000
7 100000 1.24800000
