0 .55
100 .59
200 .55
300 .57
400 .56
500 .56
600 .55
700 .55
800 .56
900 .56
1000 .56
1100 .56
1200 .56
1300 .57
1400 .56
1500 .55
1600 .55
1700 .57
1800 .56
1900 .55
2000 .56
2100 .56
2200 .55
2300 .56
2400 .57
2500 .61
2600 .56
2700 .57
2800 .59
2900 .61
3000 .56
3100 .58
3200 .57
3300 .56
3400 .56
3500 .56
3600 .56
3700 .56
3800 .57
3900 .56
4000 .56
4100 .56
4200 .56
4300 .56
4400 .56
4500 .56
4600 .56
4700 .56
4800 .56
4900 .58
5000 .60
5100 .62
5200 .63
5300 .58
5400 .56
5500 .56
5600 .56
5700 .56
5800 .58
5900 .56
6000 .57
6100 .58
6200 .58
6300 .58
6400 .56
6500 .56
6600 .57
6700 .58
6800 .59
6900 .56
7000 .58
7100 .58
7200 .57
7300 .56
7400 .56
7500 .58
7600 .62
7700 .58
7800 .60
7900 .62
8000 .57
8100 .57
8200 .59
8300 .56
8400 .58
8500 .59
8600 .58
8700 .57
8800 .57
8900 .57
9000 .57
9100 .57
9200 .58
9300 .58
9400 .57
9500 .57
9600 .57
9700 .57
9800 .57
9900 .58
10000 .63
