8 10 0.7437
8 20 0.7312
8 30 0.7364
8 40 0.7382
8 50 0.7359
8 60 0.7355
8 70 0.7443
8 80 0.7428
8 90 0.7364
8 100 0.7353
8 200 0.6862
8 300 0.6169
8 400 0.6159
8 500 0.6272
8 600 0.6574
8 700 0.7079
8 800 1.0685
8 900 0.7579
8 1000 0.7381
8 2000 0.6767
8 3000 0.6303
8 4000 0.6296
8 5000 0.6422
8 6000 0.6357
8 7000 0.6385
8 8000 0.6391
8 9000 0.6854
8 10000 0.7039
8 20000 0.8305
8 30000 0.9311
8 40000 1.0002
8 50000 1.065
8 60000 1.1494
8 70000 1.1976
8 80000 1.0359
8 90000 0.8923
8 100000 0.9281
