0 0.7635
100 2.36403
200 4.0596
300 0.734733
400 2.7576
500 2.15563
600 0.674767
700 2.07897
800 3.48297
900 0.805067
1000 2.37767
1100 0.677333
1200 4.0981
1300 0.6711
1400 0.779833
1500 1.8302
1600 0.671033
1700 3.45117
1800 3.20943
1900 0.745967
2000 5.25657
2100 0.8038
2200 0.767033
2300 0.6533
2400 3.1772
2500 0.932133
2600 0.6874
2700 2.42977
2800 0.754567
2900 2.40047
3000 0.750433
3100 0.786733
3200 3.1968
3300 2.13873
3400 2.17203
3500 0.745133
3600 2.06247
3700 3.20623
3800 4.40547
3900 0.669033
4000 0.8544
4100 3.4292
4200 1.25093
4300 2.38157
4400 2.95073
4500 0.778
4600 5.21933
4700 4.99797
4800 2.57987
4900 4.7576
5000 0.790733
5100 5.8055
5200 0.682967
5300 2.26303
5400 0.9236
5500 0.798267
5600 3.30617
5700 0.770433
5800 3.64687
5900 0.836233
6000 3.2908
6100 2.67123
6200 2.54673
6300 0.6794
6400 5.4645
6500 3.76733
6600 4.94257
6700 0.765033
6800 2.2425
6900 2.13303
7000 0.711367
7100 0.804167
7200 6.0755
7300 3.26777
7400 4.21943
7500 0.684233
7600 3.4196
7700 0.805833
7800 3.33337
7900 0.6937
8000 5.32573
8100 0.768233
8200 2.13187
8300 0.765633
8400 2.51343
8500 5.88223
8600 0.6814
8700 2.16347
8800 3.908
8900 0.753067
9000 3.38647
9100 3.13347
9200 2.16073
9300 5.1158
9400 2.1693
9500 2.17507
9600 2.15887
9700 0.6747
9800 4.58583
9900 0.7107
10000 4.71987
10100 3.33057
10200 2.54117
10300 2.2851
10400 3.35973
10500 4.89397
10600 3.5241
10700 5.9326
10800 3.35393
10900 0.8199
11000 0.8104
11100 0.8287
11200 4.76547
11300 2.4043
11400 3.25867
11500 2.61327
11600 2.80317
11700 0.688
11800 2.6555
11900 2.652
12000 4.87367
12100 0.778
12200 2.21767
12300 3.28857
12400 3.34987
12500 0.767933
12600 3.56847
12700 0.772067
12800 3.28233
12900 3.4642
13000 3.39497
13100 3.3583
13200 0.714633
13300 2.06897
13400 0.8063
13500 1.9005
13600 0.7264
13700 0.814333
13800 3.3656
13900 2.2935
14000 2.23597
14100 4.7414
14200 2.4374
14300 2.16077
14400 2.82093
14500 2.25737
14600 2.13947
14700 0.689
14800 6.03213
14900 2.55903
15000 6.09397
15100 2.18037
15200 0.8118
15300 0.8345
15400 3.53983
15500 1.82967
15600 4.11357
15700 3.19017
15800 0.670933
15900 2.27817
16000 1.1465
16100 5.07283
16200 0.6926
16300 4.20987
16400 2.0767
16500 4.92813
16600 0.699267
16700 3.1861
16800 2.51247
16900 0.6934
17000 4.8866
17100 3.40397
17200 0.7932
17300 2.7108
17400 0.694933
17500 1.7443
17600 4.61607
17700 0.717433
17800 0.805833
17900 7.37197
18000 5.96403
18100 2.57447
18200 6.9775
18300 2.47037
18400 4.06483
18500 3.35853
18600 3.6095
18700 0.730167
18800 2.43317
18900 2.7371
19000 2.9347
19100 10.2605
19200 3.59097
19300 0.8284
19400 3.4042
19500 4.67803
19600 3.36607
19700 0.8883
19800 3.40093
19900 0.803133
20000 2.61737
20100 0.734667
20200 0.8755
20300 2.02407
20400 3.52927
20500 3.29723
20600 1.12717
20700 5.1777
20800 0.7506
20900 0.862867
21000 0.902633
21100 4.92477
21200 2.94417
21300 5.84247
21400 0.707533
21500 3.53477
21600 2.13723
21700 0.759533
21800 2.21937
21900 2.84563
22000 2.42153
22100 2.31083
22200 0.786933
22300 7.6126
22400 2.21523
22500 1.8289
22600 0.747667
22700 2.22573
22800 5.98143
22900 0.9773
23000 2.4694
23100 2.86543
23200 0.7437
23300 1.83063
23400 3.48167
23500 2.30357
23600 0.723433
23700 0.856733
23800 0.864067
23900 3.25913
24000 0.784067
24100 6.2153
24200 2.17347
24300 3.45213
24400 3.37167
24500 2.1215
24600 2.1114
24700 3.52953
24800 2.1843
24900 3.36663
25000 0.7151
25100 4.34717
25200 4.88323
25300 3.28183
25400 6.7064
25500 0.752533
25600 2.26577
25700 0.699133
25800 2.24297
25900 5.24447
26000 3.4689
26100 0.7225
26200 0.728433
26300 2.92153
26400 0.750367
26500 3.43887
26600 0.714133
26700 3.41153
26800 5.95547
26900 0.718567
27000 0.727167
27100 3.39717
27200 3.39347
27300 0.720867
27400 2.2981
27500 2.61343
27600 4.5356
27700 2.05367
27800 0.754733
27900 0.7886
28000 2.5657
28100 0.8867
28200 2.2146
28300 4.88457
28400 0.909767
28500 0.797967
28600 0.802567
28700 0.850767
28800 3.4126
28900 2.15303
29000 3.64917
29100 0.884033
29200 2.5743
29300 4.90767
29400 3.42067
29500 1.57067
29600 3.2991
29700 2.31427
29800 0.7978
