0 0.9565
100 1.1147
200 4.1914
300 0.7669
400 5.5378
500 0.8944
600 1.1515
700 0.839
800 6.7626
900 6.5018
1000 6.4546
1100 0.8969
1200 8.322
1300 0.9394
1400 9.0418
1500 0.8927
1600 7.3133
1700 0.939
1800 13.8982
1900 8.5936
2000 0.8737
2100 13.4669
2200 1.3351
2300 1.0963
2400 0.9348
2500 1.2642
2600 3.198
2700 0.9095
2800 1.0473
2900 1.1277
3000 8.6082
3100 6.514
3200 0.8949
3300 1.3005
3400 0.9113
3500 0.8108
3600 4.8903
3700 0.8138
3800 0.8766
3900 4.8708
4000 0.8159
4100 6.351
4200 8.8102
4300 0.869
4400 8.5674
4500 1.2252
4600 0.8008
4700 0.8144
4800 0.8968
4900 0.9121
5000 1.0343
5100 1.1382
5200 5.3439
5300 0.9059
5400 1.4158
5500 8.7434
5600 1.2802
5700 0.8504
5800 0.9049
5900 8.5063
6000 0.8817
6100 6.065
6200 5.9993
6300 1.0132
6400 8.5952
6500 1.4059
6600 0.859
6700 0.9361
6800 0.98
6900 4.8255
7000 0.8847
7100 6.0305
7200 0.8776
7300 5.6664
7400 0.885
7500 0.9424
7600 1.3592
7700 0.883
7800 0.985
7900 9.0746
8000 1.9275
8100 0.8705
8200 0.9129
8300 6.3694
8400 8.5019
8500 5.1508
8600 0.8847
8700 4.7061
8800 0.84
8900 1.2657
9000 0.8605
9100 0.9277
9200 0.8624
9300 0.9037
9400 6.2799
9500 0.8477
9600 8.267
9700 1.349
9800 5.2406
9900 0.9306
10000 1.1098
